Player Name,Pos.,Birthdate,Birthplace,Country,Seasons,GP,G,A,Pts,PIM,Yrs.,Birthplace_original,Country_original
Pat Ribble,D,26-04-1954,"Leamington, ON, Canada",Canada,1975-1983,349,19,60,79,365,8,"Leamington, ON, Canada",Canada
Pat Riggin,G,26-05-1959,"Kincardine, ON, Canada",Canada,1979-1988,350,0,8,8,41,9,"Kincardine, ON, Canada",Canada
Pat Stapleton,D,04-07-1940,"Sarnia, ON, Canada",Canada,1961-1973,635,43,294,337,353,10,"Sarnia, ON, Canada",Canada
Pat Verbeek,R,24-05-1964,"Sarnia, ON, Canada",Canada,1982-2002,1424,522,541,1063,2905,20,"Sarnia, ON, Canada",Canada
Patrice Bergeron,C,24-07-1985,"L'Ancienne Lorette, QC, Canada",Canada,2003-2023,1294,427,613,1040,494,19,"L'Ancienne Lorette, QC, Canada",Canada
Patrice Brisebois,D,27-01-1971,"Montreal, QC, Canada",Canada,1990-2009,1009,98,322,420,623,18,"Montreal, QC, Canada",Canada
Patrice Cormier,C,14-06-1990,"Moncton, NB, Canada",Canada,2010-2016,52,1,4,5,18,6,"Moncton, NB, Canada",Canada
Patrice Lefebvre,R,28-06-1967,"Montreal, QC, Canada",Canada,1998-1999,3,0,0,0,2,1,"Montreal, QC, Canada",Canada
Patrice Tardif,C,30-10-1970,"Ste-Methode-De-Frontenac, QC, Canada",Canada,1994-1996,65,7,11,18,78,2,"Ste-Methode-De-Frontenac, QC, Canada",Canada
Patrick Boileau,D,22-02-1975,"Montreal, QC, Canada",Canada,1996-2004,48,5,11,16,26,5,"Montreal, QC, Canada",Canada
Patrick Bordeleau,L,23-03-1986,"Montreal, QC, Canada",Canada,2012-2015,129,8,8,16,185,3,"Montreal, QC, Canada",Canada
Patrick Cote,L,24-01-1975,"La Salle, QC, Canada",Canada,1995-2001,105,1,2,3,377,6,"La Salle, QC, Canada",Canada
Patrick Coulombe,D,23-04-1985,"Saint-Fabien, QC, Canada",Canada,2006-2007,7,0,1,1,4,1,"Saint-Fabien, QC, Canada",Canada
Patrick DesRochers,G,27-10-1979,"Penetanguishene, ON, Canada",Canada,2001-2003,11,0,0,0,2,2,"Penetanguishene, ON, Canada",Canada
Patrick Eaves,R,01-05-1984,"Calgary, AB, Canada",Canada,2005-2019,633,132,110,242,210,14,"Calgary, AB, Canada",Canada
Patrick Flatley,R,03-10-1963,"Toronto, ON, Canada",Canada,1983-1997,780,170,340,510,686,14,"Toronto, ON, Canada",Canada
Patrick Holland,R,07-01-1992,"Lethbridge, AB, Canada",Canada,2013-2014,5,0,0,0,0,1,"Lethbridge, AB, Canada",Canada
Patrick Labrecque,G,06-03-1971,"La Salle, QC, Canada",Canada,1995-1996,2,0,0,0,2,1,"La Salle, QC, Canada",Canada
Patrick Lalime,G,07-07-1974,"St. Bonaventure, QC, Canada",Canada,1996-2011,444,0,6,6,58,12,"St. Bonaventure, QC, Canada",Canada
Patrick Lebeau,L,17-03-1970,"Saint-Jerome, QC, Canada",Canada,1990-1999,15,3,2,5,6,4,"Saint-Jerome, QC, Canada",Canada
Patrick Marleau,C,15-09-1979,"Swift Current, SK, Canada",Canada,1997-2021,1779,566,631,1197,527,23,"Swift Current, SK, Canada",Canada
Patrick O'Sullivan,L,01-02-1985,"Toronto, ON, Canada",Canada,2006-2012,334,58,103,161,116,6,"Toronto, ON, Canada",Canada
Patrick Poulin,L,23-04-1973,"Vanier, QC, Canada",Canada,1991-2002,634,101,134,235,299,11,"Vanier, QC, Canada",Canada
Patrick Roy,G,05-10-1965,"Quebec, QC, Canada",Canada,1984-2003,1029,0,45,45,262,19,"Quebec, QC, Canada",Canada
Patrick Sharp,L,27-12-1981,"Winnipeg, MB, Canada",Canada,2002-2018,939,287,333,620,536,15,"Winnipeg, MB, Canada",Canada
Patrick Traverse,D,14-03-1974,"Montreal, QC, Canada",Canada,1995-2006,279,14,51,65,113,7,"Montreal, QC, Canada",Canada
Patrick Wiercioch,D,12-09-1990,"Burnaby, BC, Canada",Canada,2010-2017,268,16,58,74,138,6,"Burnaby, BC, Canada",Canada
"Paul ""Marcel"" Raymond",C,27-02-1913,"Montreal, QC, Canada",Canada,1932-1935,65,2,1,3,2,3,"Montreal, QC, Canada",Canada
Paul Andrea,R,31-07-1941,"North Sydney, NS, Canada",Canada,1965-1971,150,31,49,80,10,4,"North Sydney, NS, Canada",Canada
Paul Baxter,D,28-10-1955,"Winnipeg, MB, Canada",Canada,1979-1987,472,48,121,169,1564,8,"Winnipeg, MB, Canada",Canada
Paul Beraldo,C,05-10-1967,"Stoney Creek, ON, Canada",Canada,1987-1989,10,0,0,0,4,2,"Stoney Creek, ON, Canada",Canada
Paul Bibeault,G,13-04-1919,"Montreal, QC, Canada",Canada,1940-1947,214,0,0,0,2,7,"Montreal, QC, Canada",Canada
Paul Bissonnette,L,11-03-1985,"Welland, ON, Canada",Canada,2008-2014,202,7,15,22,340,6,"Welland, ON, Canada",Canada
Paul Boutilier,D,03-05-1963,"Sydney, NS, Canada",Canada,1981-1989,288,27,83,110,358,8,"Sydney, NS, Canada",Canada
Paul Brousseau,R,18-09-1973,"Pierrefonds, QC, Canada",Canada,1995-2001,26,1,3,4,29,4,"Pierrefonds, QC, Canada",Canada
Paul Brydges,C,21-06-1965,"Guelph, ON, Canada",Canada,1986-1987,15,2,2,4,6,1,"Guelph, ON, Canada",Canada
Paul Byron,L,27-04-1989,"Ottawa, ON, Canada",Canada,2010-2022,521,98,110,208,139,12,"Ottawa, ON, Canada",Canada
Paul Cavallini,D,13-10-1965,"Toronto, ON, Canada",Canada,1986-1996,564,56,177,233,750,10,"Toronto, ON, Canada",Canada
Paul Coffey,D,01-06-1961,"Weston, ON, Canada",Canada,1980-2001,1409,396,1135,1531,1800,21,"Weston, ON, Canada",Canada
Paul Comrie,C,07-02-1977,"Edmonton, AB, Canada",Canada,1999-2000,15,1,2,3,4,1,"Edmonton, AB, Canada",Canada
Paul Curtis,D,29-09-1947,"Peterborough, ON, Canada",Canada,1969-1973,185,3,34,37,161,4,"Peterborough, ON, Canada",Canada
Paul Cyr,L,31-10-1963,"Port Alberni, BC, Canada",Canada,1982-1992,470,101,140,241,623,9,"Port Alberni, BC, Canada",Canada
Paul DiPietro,C,08-09-1970,"Sault Ste. Marie, ON, Canada",Canada,1991-1997,192,31,49,80,96,6,"Sault Ste. Marie, ON, Canada",Canada
Paul Evans,R,24-02-1955,"Peterborough, ON, Canada",Canada,1976-1978,11,1,1,2,21,2,"Peterborough, ON, Canada",Canada
Paul Evans,C,02-05-1954,"Toronto, ON, Canada",Canada,1978-1983,103,14,25,39,34,3,"Toronto, ON, Canada",Canada
Paul Gagne,F,06-02-1962,"Iroquois Falls, ON, Canada",Canada,1980-1990,390,110,101,211,127,8,"Iroquois Falls, ON, Canada",Canada
Paul Gardner,C,05-03-1956,"Fort Erie, ON, Canada",Canada,1976-1986,447,201,201,402,207,10,"Fort Erie, ON, Canada",Canada
Paul Gauthier,G,08-12-1915,"Winnipeg, MB, Canada",Canada,1937-1938,1,0,0,0,0,1,"Winnipeg, MB, Canada",Canada
Paul Gillis,C,31-12-1963,"Toronto, ON, Canada",Canada,1982-1993,624,88,154,242,1498,11,"Toronto, ON, Canada",Canada
Paul Gladu,L,20-06-1921,"Saint-Hyacinthe, QC, Canada",Canada,1944-1945,40,6,14,20,2,1,"Saint-Hyacinthe, QC, Canada",Canada
Paul Goodman,G,04-11-1909,"Selkirk, MB, Canada",Canada,1937-1941,52,0,0,0,0,3,"Selkirk, MB, Canada",Canada
Paul Harrison,G,11-02-1955,"Timmins, ON, Canada",Canada,1975-1982,109,0,1,1,28,7,"Timmins, ON, Canada",Canada
Paul Haynes,C,01-03-1910,"Montreal, QC, Canada",Canada,1930-1941,390,61,134,195,164,11,"Montreal, QC, Canada",Canada
Paul Healey,W,20-03-1975,"Edmonton, AB, Canada",Canada,1996-2006,77,6,14,20,44,6,"Edmonton, AB, Canada",Canada
Paul Henderson,L,28-01-1943,"Kincardine, ON, Canada",Canada,1962-1980,707,236,241,477,304,13,"Kincardine, ON, Canada",Canada
Paul Higgins,R,13-01-1962,"St.John, NB, Canada",Canada,1981-1983,25,0,0,0,152,2,"St.John, NB, Canada",Canada
Paul Hoganson,G,11-11-1949,"Toronto, ON, Canada",Canada,1970-1971,2,0,0,0,0,1,"Toronto, ON, Canada",Canada
Paul Houck,R,12-08-1963,"Vancouver, BC, Canada",Canada,1985-1988,16,1,2,3,2,3,"Vancouver, BC, Canada",Canada
Paul Jacobs,D,23-02-1893,"Montreal, QC, Canada",Canada,1918-1919,1,0,0,0,0,1,"Montreal, QC, Canada",Canada
Paul Jerrard,D,20-04-1965,"Winnipeg, MB, Canada",Canada,1988-1989,5,0,0,0,4,1,"Winnipeg, MB, Canada",Canada
Paul Kariya,L,16-10-1974,"Vancouver, BC, Canada",Canada,1994-2010,989,402,587,989,399,15,"Vancouver, BC, Canada",Canada
Paul Knox,R,23-11-1933,"Toronto, ON, Canada",Canada,1954-1955,1,0,0,0,0,1,"Toronto, ON, Canada",Canada
Paul Kruse,L,15-03-1970,"Merritt, BC, Canada",Canada,1990-2001,423,38,33,71,1074,11,"Merritt, BC, Canada",Canada
Paul Laus,D,26-09-1970,"Beamsville, ON, Canada",Canada,1993-2002,530,14,58,72,1702,9,"Beamsville, ON, Canada",Canada
Paul Lawless,L,02-07-1964,"Scarborough, ON, Canada",Canada,1982-1990,238,49,77,126,54,7,"Scarborough, ON, Canada",Canada
Paul MacDermid,R,14-04-1963,"Chesley, ON, Canada",Canada,1981-1995,690,116,141,257,1303,14,"Chesley, ON, Canada",Canada
Paul MacKinnon,D,06-11-1958,"Brantford, ON, Canada",Canada,1979-1984,147,5,23,28,91,5,"Brantford, ON, Canada",Canada
Paul Manning,D,15-04-1979,"Red Deer, AB, Canada",Canada,2002-2003,8,0,0,0,2,1,"Red Deer, AB, Canada",Canada
Paul Marshall,L,07-09-1960,"Toronto, ON, Canada",Canada,1979-1983,95,15,18,33,17,4,"Toronto, ON, Canada",Canada
Paul Masnick,C,14-04-1931,"Regina, SK, Canada",Canada,1950-1958,232,18,42,60,139,6,"Regina, SK, Canada",Canada
Paul McIntosh,D,13-03-1954,"Listowel, ON, Canada",Canada,1974-1976,48,0,2,2,66,2,"Listowel, ON, Canada",Canada
Paul Meger,L,17-02-1929,"Watrous, SK, Canada",Canada,1949-1955,212,39,52,91,118,6,"Watrous, SK, Canada",Canada
Paul Messier,C,27-01-1958,"Edmonton, AB, Canada",Canada,1978-1979,9,0,0,0,4,1,"Edmonton, AB, Canada",Canada
Paul Mulvey,L,27-09-1958,"Sudbury, ON, Canada",Canada,1978-1982,225,30,51,81,613,4,"Sudbury, ON, Canada",Canada
Paul Nicholson,L,15-02-1954,"London, ON, Canada",Canada,1974-1977,62,4,8,12,18,3,"London, ON, Canada",Canada
Paul Pageau,G,02-10-1959,"Montreal, QC, Canada",Canada,1980-1981,1,0,0,0,0,1,"Montreal, QC, Canada",Canada
Paul Pooley,F,02-08-1960,"Exeter, ON, Canada",Canada,1984-1986,15,0,3,3,0,2,"Exeter, ON, Canada",Canada
Paul Postma,D,22-02-1989,"Red Deer, AB, Canada",Canada,2010-2018,205,10,25,35,51,8,"Red Deer, AB, Canada",Canada
Paul Ranger,D,12-09-1984,"Whitby, ON, Canada",Canada,2005-2014,323,24,82,106,254,6,"Whitby, ON, Canada",Canada
Paul Reinhart,D,08-01-1960,"Kitchener, ON, Canada",Canada,1979-1990,648,133,427,560,277,11,"Kitchener, ON, Canada",Canada
Paul Ronty,C,12-07-1928,"Toronto, ON, Canada",Canada,1947-1955,488,101,211,312,103,8,"Toronto, ON, Canada",Canada
Paul Runge,C,10-09-1908,"Edmonton, AB, Canada",Canada,1930-1938,138,18,22,40,57,6,"Edmonton, AB, Canada",Canada
Paul Shakes,D,04-09-1952,"Collingwood, ON, Canada",Canada,1973-1974,21,0,4,4,12,1,"Collingwood, ON, Canada",Canada
Paul Shmyr,D,28-01-1946,"Cudworth, SK, Canada",Canada,1968-1982,343,13,72,85,528,7,"Cudworth, SK, Canada",Canada
Paul Stastny,C,27-12-1985,"Quebec, QC, Canada",Canada,2006-2023,1145,293,529,822,500,17,"Quebec, QC, Canada",Canada
Paul Szczechura,C,30-11-1985,"Brantford, ON, Canada",Canada,2008-2012,92,10,10,20,34,3,"Brantford, ON, Canada",Canada
Paul Terbenche,D,16-09-1945,"Port Hope, ON, Canada",Canada,1967-1974,189,5,26,31,28,5,"Port Hope, ON, Canada",Canada
Paul Thompson,L,02-11-1907,"Calgary, AB, Canada",Canada,1926-1939,581,153,179,332,336,13,"Calgary, AB, Canada",Canada
Paul Woods,F,12-04-1955,"Hespeler, ON, Canada",Canada,1977-1984,501,72,124,196,276,7,"Hespeler, ON, Canada",Canada
Paul Ysebaert,L,15-05-1966,"Sarnia, ON, Canada",Canada,1988-1999,532,149,187,336,217,11,"Sarnia, ON, Canada",Canada
Paulin Bordeleau,C,29-01-1953,"Rouyn-Noranda, QC, Canada",Canada,1973-1976,183,33,56,89,47,3,"Rouyn-Noranda, QC, Canada",Canada
Paxton Schafer,G,26-02-1976,"Medicine Hat, AB, Canada",Canada,1996-1997,3,0,0,0,0,1,"Medicine Hat, AB, Canada",Canada
Paxton Schulte,L,16-07-1972,"Onoway, AB, Canada",Canada,1993-1997,2,0,0,0,4,2,"Onoway, AB, Canada",Canada
"Percy ""Perk"" Galbraith",L,05-12-1898,"Toronto, ON, Canada",Canada,1926-1934,348,31,29,60,224,8,"Toronto, ON, Canada",Canada
Percy Jackson,G,21-09-1907,"Canmore, AB, Canada",Canada,1931-1936,7,0,0,0,0,4,"Canmore, AB, Canada",Canada
Percy Traub,D,23-08-1896,"Chesley, ON, Canada",Canada,1926-1929,125,3,3,6,217,3,"Chesley, ON, Canada",Canada
Perry Anderson,L,14-10-1961,"Barrie, ON, Canada",Canada,1981-1992,400,50,59,109,1051,10,"Barrie, ON, Canada",Canada
Perry Berezan,C,05-12-1964,"Edmonton, AB, Canada",Canada,1984-1993,378,61,75,136,277,9,"Edmonton, AB, Canada",Canada
Perry Ganchar,R,28-10-1963,"Saskatoon, SK, Canada",Canada,1983-1989,42,3,7,10,36,4,"Saskatoon, SK, Canada",Canada
Perry Miller,D,24-06-1952,"Winnipeg, MB, Canada",Canada,1977-1981,217,10,51,61,387,4,"Winnipeg, MB, Canada",Canada
Perry Pelensky,R,20-03-1962,"Edmonton, AB, Canada",Canada,1983-1984,4,0,0,0,5,1,"Edmonton, AB, Canada",Canada
Perry Turnbull,L,09-03-1959,"Bentley, AB, Canada",Canada,1979-1988,608,188,163,351,1245,9,"Bentley, AB, Canada",Canada
Pete Backor,D,29-04-1919,"Fort William, ON, Canada",Canada,1944-1945,36,4,5,9,6,1,"Fort William, ON, Canada",Canada
Pete Bellefeuille,R,19-10-1901,"Trois-Rivieres, QC, Canada",Canada,1925-1930,92,25,4,29,58,4,"Trois-Rivieres, QC, Canada",Canada
Pete Conacher,F,29-07-1932,"Toronto, ON, Canada",Canada,1951-1958,229,47,39,86,57,6,"Toronto, ON, Canada",Canada
Pete Goegan,D,06-03-1934,"Fort William, ON, Canada",Canada,1957-1968,383,19,67,86,365,11,"Fort William, ON, Canada",Canada
Pete Horeck,R,15-06-1923,"Massey, ON, Canada",Canada,1944-1952,426,106,118,224,340,8,"Massey, ON, Canada",Canada
Pete Kelly,R,22-05-1912,"Winnipeg, MB, Canada",Canada,1934-1942,180,21,38,59,68,7,"Winnipeg, MB, Canada",Canada
Pete Laframboise,L,18-01-1950,"Ottawa, ON, Canada",Canada,1971-1975,227,33,55,88,70,4,"Ottawa, ON, Canada",Canada
Pete Langelle,C,04-11-1917,"Winnipeg, MB, Canada",Canada,1938-1942,137,22,51,73,11,4,"Winnipeg, MB, Canada",Canada
Pete Leswick,R,12-07-1917,"Saskatoon, SK, Canada",Canada,1936-1945,3,1,0,1,0,2,"Saskatoon, SK, Canada",Canada
Pete Mahovlich,L,10-10-1946,"Timmins, ON, Canada",Canada,1965-1981,884,288,485,773,916,16,"Timmins, ON, Canada",Canada
Pete Morin,L,08-12-1915,"Montreal, QC, Canada",Canada,1941-1942,31,10,12,22,7,1,"Montreal, QC, Canada",Canada
Pete Palangio,L,10-09-1908,"North Bay, ON, Canada",Canada,1926-1938,70,13,10,23,28,5,"North Bay, ON, Canada",Canada
Pete Peeters,G,01-08-1957,"Edmonton, AB, Canada",Canada,1978-1991,488,0,14,14,212,13,"Edmonton, AB, Canada",Canada
Pete Slobodian,D,24-03-1918,"Dauphin, MB, Canada",Canada,1940-1941,41,3,2,5,54,1,"Dauphin, MB, Canada",Canada
Pete Stemkowski,C,25-08-1943,"Winnipeg, MB, Canada",Canada,1963-1978,967,206,349,555,866,15,"Winnipeg, MB, Canada",Canada
Pete Vandermeer,L,14-10-1975,"Red Deer, AB, Canada",Canada,2007-2008,2,0,0,0,0,1,"Red Deer, AB, Canada",Canada
Pete Vipond,L,08-12-1949,"Whitby, ON, Canada",Canada,1972-1973,3,0,0,0,0,1,"Whitby, ON, Canada",Canada
Peter Allen,D,06-03-1970,"Calgary, AB, Canada",Canada,1995-1996,8,0,0,0,8,1,"Calgary, AB, Canada",Canada
Peter Ambroziak,W,15-09-1971,"Kanata, ON, Canada",Canada,1994-1995,12,0,1,1,0,1,"Kanata, ON, Canada",Canada
Peter Bakovic,L,31-01-1965,"Thunder Bay, ON, Canada",Canada,1987-1988,10,2,0,2,48,1,"Thunder Bay, ON, Canada",Canada
Peter Dineen,D,19-11-1960,"Kingston, ON, Canada",Canada,1986-1990,13,0,2,2,13,2,"Kingston, ON, Canada",Canada
Peter Douris,R,19-02-1966,"Toronto, ON, Canada",Canada,1985-1998,321,54,67,121,80,11,"Toronto, ON, Canada",Canada
Peter Driscoll,L,27-10-1954,"Powassan, ON, Canada",Canada,1979-1981,60,3,8,11,97,2,"Powassan, ON, Canada",Canada
Peter Fiorentino,D,22-12-1968,"Niagara Falls, ON, Canada",Canada,1991-1992,1,0,0,0,0,1,"Niagara Falls, ON, Canada",Canada
Peter Folco,D,13-08-1953,"Montreal, QC, Canada",Canada,1973-1974,2,0,0,0,0,1,"Montreal, QC, Canada",Canada
Peter Holland,C,14-01-1991,"Toronto, ON, Canada",Canada,2011-2018,266,36,49,85,112,7,"Toronto, ON, Canada",Canada
Peter Ing,G,28-04-1969,"Toronto, ON, Canada",Canada,1989-1994,74,0,3,3,6,4,"Toronto, ON, Canada",Canada
Peter Leblanc,L,03-02-1988,"Hamilton, ON, Canada",Canada,2013-2014,1,0,0,0,0,1,"Hamilton, ON, Canada",Canada
Peter Leboutillier,R,11-01-1975,"Minnedosa, MB, Canada",Canada,1996-1998,35,2,1,3,176,2,"Minnedosa, MB, Canada",Canada
Peter Marsh,L,21-12-1956,"Halifax, NS, Canada",Canada,1979-1984,278,48,71,119,224,5,"Halifax, NS, Canada",Canada
Peter McDuffe,G,16-02-1948,"Milton, ON, Canada",Canada,1971-1976,57,0,1,1,2,5,"Milton, ON, Canada",Canada
Peter McNab,F,08-05-1952,"Vancouver, BC, Canada",Canada,1973-1987,954,363,450,813,179,14,"Vancouver, BC, Canada",Canada
Peter Sarno,C,26-07-1979,"Toronto, ON, Canada",Canada,2003-2006,7,1,0,1,2,2,"Toronto, ON, Canada",Canada
Peter Schaefer,L,12-07-1977,"Yellow Grass, SK, Canada",Canada,1998-2011,572,99,162,261,200,9,"Yellow Grass, SK, Canada",Canada
Peter Sturgeon,L,12-02-1954,"Brampton, ON, Canada",Canada,1979-1981,6,0,1,1,2,2,"Brampton, ON, Canada",Canada
Peter Sullivan,F,25-06-1951,"Toronto, ON, Canada",Canada,1979-1981,126,28,54,82,40,2,"Toronto, ON, Canada",Canada
Peter White,C,15-03-1969,"Montreal, QC, Canada",Canada,1993-2004,220,23,37,60,36,9,"Montreal, QC, Canada",Canada
Peter Worrell,L,18-08-1977,"Pierrefonds, QC, Canada",Canada,1997-2004,391,19,27,46,1554,7,"Pierrefonds, QC, Canada",Canada
Peter Zezel,C,22-04-1965,"Toronto, ON, Canada",Canada,1984-1999,873,219,389,608,435,15,"Toronto, ON, Canada",Canada
Peyton Krebs,C,26-01-2001,"Calgary, AB, Canada",Canada,2020-2026,378,42,91,133,277,6,"Calgary, AB, Canada",Canada
"Phil ""Nip"" Hergesheimer",R,09-07-1914,"Winnipeg, MB, Canada",Canada,1939-1943,124,21,41,62,29,4,"Winnipeg, MB, Canada",Canada
"Phil ""Skip"" Krake",C,14-10-1943,"North Battleford, SK, Canada",Canada,1963-1971,249,23,40,63,182,7,"North Battleford, SK, Canada",Canada
Phil Bessler,R,09-12-1913,"Melville, SK, Canada",Canada,1935-1939,31,1,4,5,18,2,"Melville, SK, Canada",Canada
Phil Crowe,R,14-04-1970,"Nanton, AB, Canada",Canada,1993-2000,94,4,5,9,173,6,"Nanton, AB, Canada",Canada
Phil Di Giuseppe,L,09-10-1993,"Toronto, ON, Canada",Canada,2015-2025,302,28,53,81,127,9,"Toronto, ON, Canada",Canada
Phil Esposito,C,20-02-1942,"Sault Ste. Marie, ON, Canada",Canada,1963-1981,1282,717,873,1590,910,18,"Sault Ste. Marie, ON, Canada",Canada
Phil Goyette,C,31-10-1933,"Lachine, QC, Canada",Canada,1956-1972,941,207,467,674,131,16,"Lachine, QC, Canada",Canada
Phil Latreille,R,22-04-1938,"Montreal, QC, Canada",Canada,1960-1961,4,0,0,0,2,1,"Montreal, QC, Canada",Canada
Phil Maloney,C,06-10-1927,"Ottawa, ON, Canada",Canada,1949-1960,158,28,43,71,16,5,"Ottawa, ON, Canada",Canada
Phil Myre,G,01-11-1948,"Sainte-Anne-de-Bellevue, QC, Canada",Canada,1969-1983,439,0,10,10,101,14,"Sainte-Anne-de-Bellevue, QC, Canada",Canada
Phil Oreskovic,D,26-01-1987,"Brampton, ON, Canada",Canada,2008-2009,10,1,1,2,21,1,"Brampton, ON, Canada",Canada
Phil Roberto,R,01-01-1949,"Niagara Falls, ON, Canada",Canada,1969-1977,385,75,106,181,464,8,"Niagara Falls, ON, Canada",Canada
Phil Russell,D,21-07-1952,"Edmonton, AB, Canada",Canada,1972-1987,1016,99,325,424,2038,15,"Edmonton, AB, Canada",Canada
Phil Samis,D,28-12-1927,"Edmonton, AB, Canada",Canada,1947-1950,2,0,0,0,0,2,"Edmonton, AB, Canada",Canada
Phil Stein,G,13-09-1913,"Toronto, ON, Canada",Canada,1939-1940,1,0,0,0,0,1,"Toronto, ON, Canada",Canada
Phil Stevens,D,15-02-1893,"Saint-Lambert, QC, Canada",Canada,1917-1926,25,1,0,1,0,3,"Saint-Lambert, QC, Canada",Canada
Phil Sykes,F,18-03-1959,"Dawson Creek, BC, Canada",Canada,1982-1992,456,79,85,164,519,10,"Dawson Creek, BC, Canada",Canada
Phil Von Stefenelli,D,10-04-1969,"Vancouver, BC, Canada",Canada,1995-1997,33,0,5,5,23,2,"Vancouver, BC, Canada",Canada
Phil Watson,C,24-10-1914,"Montreal, QC, Canada",Canada,1935-1948,590,144,265,409,542,13,"Montreal, QC, Canada",Canada
Philip Tomasino,R,28-07-2001,"Mississauga, ON, Canada",Canada,2021-2026,218,34,61,95,49,5,"Mississauga, ON, Canada",Canada
Philip Varone,C,04-12-1990,"Vaughan, ON, Canada",Canada,2013-2019,97,8,9,17,26,5,"Vaughan, ON, Canada",Canada
Philippe Audet,L,04-06-1977,"Ottawa, ON, Canada",Canada,1998-1999,4,0,0,0,0,1,"Ottawa, ON, Canada",Canada
Philippe Boucher,D,24-03-1973,"St. Apollinaire, QC, Canada",Canada,1992-2009,748,94,206,300,702,16,"St. Apollinaire, QC, Canada",Canada
Philippe Cornet,L,28-03-1990,"Val-Senneville, QC, Canada",Canada,2011-2012,2,0,1,1,0,1,"Val-Senneville, QC, Canada",Canada
Philippe DeRouville,G,07-08-1974,"Victoriaville, QC, Canada",Canada,1994-1997,3,0,0,0,0,2,"Victoriaville, QC, Canada",Canada
Philippe Dupuis,C,24-04-1985,"Laval, QC, Canada",Canada,2008-2012,116,6,12,18,62,4,"Laval, QC, Canada",Canada
Philippe Maillet,C,07-11-1992,"Lachenaie, QC, Canada",Canada,2020-2021,2,0,0,0,0,1,"Lachenaie, QC, Canada",Canada
Philippe Myers,D,25-01-1997,"Moncton, NB, Canada",Canada,2018-2026,233,10,33,43,109,8,"Moncton, NB, Canada",Canada
Phillip Danault,C,24-02-1993,"Victoriaville, QC, Canada",Canada,2014-2026,786,131,280,411,349,12,"Victoriaville, QC, Canada",Canada
Pierre Aubry,F,15-04-1960,"Cap-de-la-Madeleine, QC, Canada",Canada,1980-1985,202,24,26,50,133,5,"Cap-de-la-Madeleine, QC, Canada",Canada
Pierre Bouchard,D,20-02-1948,"Longueuil, QC, Canada",Canada,1970-1982,595,24,82,106,433,12,"Longueuil, QC, Canada",Canada
Pierre Dagenais,L,04-03-1978,"Blainville, QC, Canada",Canada,2000-2006,142,35,23,58,58,5,"Blainville, QC, Canada",Canada
Pierre Gagne,L,05-06-1940,"North Bay, ON, Canada",Canada,1959-1960,2,0,0,0,0,1,"North Bay, ON, Canada",Canada
Pierre Giroux,L,17-11-1955,"Hawkesbury, ON, Canada",Canada,1982-1983,6,1,0,1,17,1,"Hawkesbury, ON, Canada",Canada
Pierre Hamel,G,16-09-1952,"Montreal, QC, Canada",Canada,1974-1981,69,0,3,3,16,4,"Montreal, QC, Canada",Canada
Pierre Jarry,R,30-03-1949,"Montreal, QC, Canada",Canada,1971-1978,344,88,117,205,142,7,"Montreal, QC, Canada",Canada
Pierre Lacroix,L,11-04-1959,"Sainte-Foy, QC, Canada",Canada,1979-1983,274,24,108,132,197,4,"Sainte-Foy, QC, Canada",Canada
Pierre Larouche,F,16-11-1955,"Taschereau, QC, Canada",Canada,1974-1988,812,395,427,822,237,14,"Taschereau, QC, Canada",Canada
Pierre Mondou,F,27-11-1955,"Sorel, QC, Canada",Canada,1976-1985,548,194,262,456,179,9,"Sorel, QC, Canada",Canada
Pierre Pilote,D,11-12-1931,"Kenogami, QC, Canada",Canada,1955-1969,890,80,418,498,1251,14,"Kenogami, QC, Canada",Canada
Pierre Plante,R,14-05-1951,"Valleyfield, QC, Canada",Canada,1971-1980,599,125,172,297,599,9,"Valleyfield, QC, Canada",Canada
Pierre Rioux,F,01-02-1962,"Quebec, QC, Canada",Canada,1982-1983,14,1,2,3,4,1,"Quebec, QC, Canada",Canada
Pierre Sevigny,F,08-09-1971,"Trois-Rivieres, QC, Canada",Canada,1993-1998,78,4,5,9,64,4,"Trois-Rivieres, QC, Canada",Canada
Pierre Turgeon,C,28-08-1969,"Rouyn-Noranda, QC, Canada",Canada,1987-2007,1294,515,812,1327,452,19,"Rouyn-Noranda, QC, Canada",Canada
Pierre-Cedric Labrie,L,12-06-1986,"Baie-Comeau, QC, Canada",Canada,2011-2014,46,2,3,5,65,3,"Baie-Comeau, QC, Canada",Canada
Pierre-Luc Dubois,L,24-06-1998,"Ste-Agathe-des-Monts, QC, Canada",Canada,2017-2026,627,170,257,427,548,9,"Ste-Agathe-des-Monts, QC, Canada",Canada
Pierre-Luc Letourneau-Leblond,R,04-06-1985,"Levis, QC, Canada",Canada,2008-2014,41,0,3,3,101,5,"Levis, QC, Canada",Canada
Pierre-Marc Bouchard,C,27-04-1984,"Sherbrooke, QC, Canada",Canada,2002-2014,593,110,246,356,190,11,"Sherbrooke, QC, Canada",Canada
Pierre-Olivier Joseph,D,01-07-1999,"Laval, QC, Canada",Canada,2020-2026,225,9,37,46,119,6,"Laval, QC, Canada",Canada
Polly Drouin,L,04-01-1908,"Verdun, QC, Canada",Canada,1935-1941,156,23,50,73,80,6,"Verdun, QC, Canada",Canada
